terminal,scheduledTime,airlineName,iataCode,flightNumber,iataNumber,scheduledDay
4s,04:10:00.000,american airlines,aa,8800,aa8800,2022-07-01
4s,04:10:00.000,qatar airways,qr,6560,qr6560,2022-07-01
4s,04:10:00.000,british airways,ba,7107,ba7107,2022-07-01
4s,04:10:00.000,vueling,vy,5272,vy5272,2022-07-01
4s,04:10:00.000,iberia,ib,3329,ib3329,2022-07-01
No se ha encontrado la terminal de llegada.,04:45:00.000,swiftair,wt,119,wt119,2022-07-01
2,04:50:00.000,air europa,ux,1116,ux1116,2022-07-01
2,04:50:00.000,air europa,ux,1424,ux1424,2022-07-01
1,05:00:00.000,air europa,ux,40,ux40,2022-07-01
1,05:00:00.000,etihad airways,ey,4399,ey4399,2022-07-01
1,05:00:00.000,air europa,ux,58,ux58,2022-07-01
1,05:10:00.000,aerolineas argentinas,ar,7358,ar7358,2022-07-01
1,05:10:00.000,etihad airways,ey,4396,ey4396,2022-07-01
1,05:10:00.000,air europa,ux,42,ux42,2022-07-01
1,05:10:00.000,air europa,ux,46,ux46,2022-07-01
1,05:10:00.000,etihad airways,ey,4386,ey4386,2022-07-01
1,05:10:00.000,air europa,ux,176,ux176,2022-07-01
2,05:10:00.000,air europa,ux,26,ux26,2022-07-01
4,05:15:00.000,taag,dt,680,dt680,2022-07-01
4s,05:45:00.000,british airways,ba,4246,ba4246,2022-07-01
4s,05:45:00.000,el al,ly,9200,ly9200,2022-07-01
4s,05:45:00.000,latam airlines,la,7107,la7107,2022-07-01
4s,05:45:00.000,cathay pacific,cx,1921,cx1921,2022-07-01
4s,05:45:00.000,qatar airways,qr,5087,qr5087,2022-07-01
4s,05:45:00.000,jal,jl,6993,jl6993,2022-07-01
4s,05:45:00.000,iberia,ib,6824,ib6824,2022-07-01
No se ha encontrado la terminal de llegada.,05:45:00.000,swiftair,wt,117,wt117,2022-07-01
4s,06:00:00.000,latam airlines,la,5410,la5410,2022-07-01
4s,06:00:00.000,british airways,ba,4250,ba4250,2022-07-01
4s,06:00:00.000,el al,ly,9210,ly9210,2022-07-01
4s,06:00:00.000,cathay pacific,cx,1924,cx1924,2022-07-01
4s,06:00:00.000,qatar airways,qr,5355,qr5355,2022-07-01
4s,06:00:00.000,jal,jl,6995,jl6995,2022-07-01
4s,06:00:00.000,iberia,ib,6830,ib6830,2022-07-01
4s,06:00:00.000,british airways,ba,4274,ba4274,2022-07-01
4s,06:00:00.000,finnair,ay,5551,ay5551,2022-07-01
4s,06:00:00.000,qatar airways,qr,5067,qr5067,2022-07-01
4s,06:00:00.000,el al,ly,9230,ly9230,2022-07-01
4s,06:00:00.000,iberia,ib,6400,ib6400,2022-07-01
4s,06:05:00.000,british airways,ba,4212,ba4212,2022-07-01
4s,06:05:00.000,qatar airways,qr,5059,qr5059,2022-07-01
4s,06:05:00.000,jal,jl,6991,jl6991,2022-07-01
4s,06:05:00.000,iberia,ib,6012,ib6012,2022-07-01
4s,06:05:00.000,british airways,ba,4252,ba4252,2022-07-01
4s,06:05:00.000,qatar airways,qr,6919,qr6919,2022-07-01
4s,06:05:00.000,jal,jl,6997,jl6997,2022-07-01
4s,06:05:00.000,iberia,ib,6856,ib6856,2022-07-01
4,06:10:00.000,sa avianca,av,6013,av6013,2022-07-01
4,06:10:00.000,binter canarias,nt,7839,nt7839,2022-07-01
4,06:10:00.000,vueling,vy,5415,vy5415,2022-07-01
4,06:10:00.000,iberia express,i2,3839,i23839,2022-07-01
4s,06:20:00.000,finnair,ay,5658,ay5658,2022-07-01
4s,06:20:00.000,british airways,ba,4278,ba4278,2022-07-01
4s,06:20:00.000,qatar airways,qr,7233,qr7233,2022-07-01
4s,06:20:00.000,american airlines,aa,8730,aa8730,2022-07-01
4s,06:20:00.000,iberia,ib,6132,ib6132,2022-07-01
4s,06:20:00.000,american airlines,aa,8535,aa8535,2022-07-01
4s,06:20:00.000,british airways,ba,4264,ba4264,2022-07-01
4s,06:20:00.000,finnair,ay,5648,ay5648,2022-07-01
4s,06:20:00.000,qatar airways,qr,6887,qr6887,2022-07-01
4s,06:20:00.000,iberia,ib,6166,ib6166,2022-07-01
4s,06:25:00.000,british airways,ba,4270,ba4270,2022-07-01
4s,06:25:00.000,finnair,ay,5654,ay5654,2022-07-01
4s,06:25:00.000,qatar airways,qr,6902,qr6902,2022-07-01
4s,06:25:00.000,american airlines,aa,8566,aa8566,2022-07-01
4s,06:25:00.000,iberia,ib,6250,ib6250,2022-07-01
4,06:30:00.000,american airlines,aa,8618,aa8618,2022-07-01
4,06:30:00.000,sa avianca,av,6037,av6037,2022-07-01
4,06:30:00.000,qatar airways,qr,6927,qr6927,2022-07-01
4,06:30:00.000,iberia express,i2,3909,i23909,2022-07-01
4s,06:35:00.000,british airways,ba,4294,ba4294,2022-07-01
4s,06:35:00.000,el al,ly,9214,ly9214,2022-07-01
4s,06:35:00.000,qatar airways,qr,5055,qr5055,2022-07-01
4s,06:35:00.000,iberia,ib,6500,ib6500,2022-07-01
4,06:40:00.000,finnair,ay,4267,ay4267,2022-07-01
4,06:40:00.000,british airways,ba,1611,ba1611,2022-07-01
4,06:40:00.000,iberia,ib,4978,ib4978,2022-07-01
4,06:40:00.000,el al,ly,8056,ly8056,2022-07-01
4,06:40:00.000,american airlines,aa,748,aa748,2022-07-01
4s,07:45:00.000,air china ltd,ca,5302,ca5302,2022-07-01
4s,07:45:00.000,etihad airways,ey,2602,ey2602,2022-07-01
4s,07:45:00.000,turkish airlines,tk,8474,tk8474,2022-07-01
4s,07:45:00.000,sa avianca,av,26,av26,2022-07-01
4s,07:45:00.000,american airlines,aa,8740,aa8740,2022-07-01
4s,07:45:00.000,british airways,ba,4262,ba4262,2022-07-01
4s,07:45:00.000,finnair,ay,5646,ay5646,2022-07-01
4s,07:45:00.000,qatar airways,qr,6866,qr6866,2022-07-01
4s,07:45:00.000,iberia,ib,6124,ib6124,2022-07-01
4s,07:50:00.000,american airlines,aa,8754,aa8754,2022-07-01
4s,07:50:00.000,british airways,ba,4272,ba4272,2022-07-01
4s,07:50:00.000,finnair,ay,5660,ay5660,2022-07-01
4s,07:50:00.000,qatar airways,qr,6906,qr6906,2022-07-01
4s,07:50:00.000,iberia,ib,6274,ib6274,2022-07-01
1,07:50:00.000,lauda europe,lw,2052,lw2052,2022-07-01
4s,07:50:00.000,american airlines,aa,8874,aa8874,2022-07-01
4s,07:50:00.000,finnair,ay,5602,ay5602,2022-07-01
4s,07:50:00.000,british airways,ba,7203,ba7203,2022-07-01
4s,07:50:00.000,latam airlines,la,7029,la7029,2022-07-01
4s,07:50:00.000,qatar airways,qr,6986,qr6986,2022-07-01
4s,07:50:00.000,sa avianca,av,6119,av6119,2022-07-01
4s,07:50:00.000,cathay pacific,cx,1903,cx1903,2022-07-01
4s,07:50:00.000,vueling,vy,5051,vy5051,2022-07-01
4s,07:50:00.000,american airlines,aa,8739,aa8739,2022-07-01
4s,07:50:00.000,iberia,ib,537,ib537,2022-07-01
4,07:50:00.000,vueling,vy,5302,vy5302,2022-07-01
4,07:50:00.000,iberia express,i2,3661,i23661,2022-07-01
4,07:50:00.000,american airlines,aa,8760,aa8760,2022-07-01
4,07:50:00.000,royal air maroc,at,9957,at9957,2022-07-01
4,07:50:00.000,sa avianca,av,6023,av6023,2022-07-01
4,07:50:00.000,british airways,ba,7156,ba7156,2022-07-01
4,07:50:00.000,cathay pacific,cx,1844,cx1844,2022-07-01
4,07:50:00.000,latam airlines,la,7028,la7028,2022-07-01
4,07:50:00.000,qatar airways,qr,5344,qr5344,2022-07-01
4,07:50:00.000,iberia express,i2,3917,i23917,2022-07-01
4,07:55:00.000,finnair,ay,5616,ay5616,2022-07-01
4,07:55:00.000,british airways,ba,7239,ba7239,2022-07-01
4,07:55:00.000,american airlines,aa,8525,aa8525,2022-07-01
4,07:55:00.000,latam airlines,la,5420,la5420,2022-07-01
4,07:55:00.000,qatar airways,qr,6981,qr6981,2022-07-01
4,07:55:00.000,cathay pacific,cx,1838,cx1838,2022-07-01
4,07:55:00.000,sa avianca,av,6009,av6009,2022-07-01
4,07:55:00.000,vueling,vy,5011,vy5011,2022-07-01
4,07:55:00.000,iberia,ib,443,ib443,2022-07-01
4s,07:55:00.000,srilankan airlines,ul,3598,ul3598,2022-07-01
4s,07:55:00.000,iberia,ib,7900,ib7900,2022-07-01
4s,07:55:00.000,oman air,wy,6305,wy6305,2022-07-01
4s,07:55:00.000,malaysia airlines,mh,9247,mh9247,2022-07-01
4s,07:55:00.000,qatar airways,qr,147,qr147,2022-07-01
1,08:00:00.000,air europa,ux,2486,ux2486,2022-07-01
1,08:00:00.000,aeromexico,am,36,am36,2022-07-01
4,08:00:00.000,plus ultra,pu,702,pu702,2022-07-01
1,08:00:00.000,ryanair,fr,5316,fr5316,2022-07-01
4,08:25:00.000,finnair,ay,5687,ay5687,2022-07-01
4,08:25:00.000,british airways,ba,1605,ba1605,2022-07-01
4,08:25:00.000,iberia,ib,4674,ib4674,2022-07-01
4,08:25:00.000,el al,ly,8140,ly8140,2022-07-01
4,08:25:00.000,american airlines,aa,740,aa740,2022-07-01
1,08:25:00.000,malta air,,5494,,2022-07-01
4s,08:25:00.000,vueling,vy,5008,vy5008,2022-07-01
4s,08:25:00.000,finnair,ay,5572,ay5572,2022-07-01
4s,08:25:00.000,cathay pacific,cx,1828,cx1828,2022-07-01
4s,08:25:00.000,qatar airways,qr,5085,qr5085,2022-07-01
4s,08:25:00.000,sa avianca,av,6005,av6005,2022-07-01
4s,08:25:00.000,american airlines,aa,8540,aa8540,2022-07-01
4s,08:25:00.000,iberia,ib,3003,ib3003,2022-07-01
4,08:25:00.000,qatar airways,qr,6938,qr6938,2022-07-01
4,08:25:00.000,finnair,ay,5580,ay5580,2022-07-01
4,08:25:00.000,vueling,vy,5005,vy5005,2022-07-01
4,08:25:00.000,iberia,ib,8221,ib8221,2022-07-01
4,08:35:00.000,american airlines,aa,8749,aa8749,2022-07-01
4,08:35:00.000,vueling,vy,5535,vy5535,2022-07-01
4,08:35:00.000,qatar airways,qr,6990,qr6990,2022-07-01
4,08:35:00.000,iberia,ib,8733,ib8733,2022-07-01
4,08:35:00.000,cathay pacific,cx,1887,cx1887,2022-07-01
4,08:35:00.000,american airlines,aa,8544,aa8544,2022-07-01
4,08:35:00.000,vueling,vy,5549,vy5549,2022-07-01
4,08:35:00.000,qatar airways,qr,6980,qr6980,2022-07-01
4,08:35:00.000,american airlines,aa,8744,aa8744,2022-07-01
4,08:35:00.000,iberia,ib,8753,ib8753,2022-07-01
4,08:40:00.000,finnair,ay,4006,ay4006,2022-07-01
4,08:40:00.000,british airways,ba,1558,ba1558,2022-07-01
4,08:40:00.000,iberia,ib,4610,ib4610,2022-07-01
4,08:40:00.000,el al,ly,8039,ly8039,2022-07-01
4,08:40:00.000,royal jordanian,rj,7033,rj7033,2022-07-01
4,08:40:00.000,american airlines,aa,68,aa68,2022-07-01
1,08:40:00.000,ryanair,fr,5483,fr5483,2022-07-01
1,08:45:00.000,air france,af,3585,af3585,2022-07-01
1,08:45:00.000,aeromexico,am,3116,am3116,2022-07-01
1,08:45:00.000,klm,kl,6028,kl6028,2022-07-01
1,08:45:00.000,virgin atlantic,vs,3884,vs3884,2022-07-01
1,08:45:00.000,delta air lines,dl,108,dl108,2022-07-01
4s,09:00:00.000,sa avianca,av,2415,av2415,2022-07-01
4s,09:00:00.000,gulf air,gf,5115,gf5115,2022-07-01
4s,09:00:00.000,malaysia airlines,mh,5235,mh5235,2022-07-01
4s,09:00:00.000,pakistan international airlines,pk,4075,pk4075,2022-07-01
4s,09:00:00.000,srilankan airlines,ul,2475,ul2475,2022-07-01
4s,09:00:00.000,air europa,ux,2702,ux2702,2022-07-01
4s,09:00:00.000,flynas,xy,3075,xy3075,2022-07-01
4s,09:00:00.000,etihad airways,ey,75,ey75,2022-07-01
1,09:00:00.000,air canada,ac,5854,ac5854,2022-07-01
1,09:00:00.000,lufthansa,lh,7970,lh7970,2022-07-01
1,09:00:00.000,swiss,lx,3073,lx3073,2022-07-01
1,09:00:00.000,brussels airlines,sn,9027,sn9027,2022-07-01
1,09:00:00.000,united airlines,ua,51,ua51,2022-07-01
4,09:00:00.000,american airlines,aa,8587,aa8587,2022-07-01
4,09:00:00.000,finnair,ay,5564,ay5564,2022-07-01
4,09:00:00.000,latam airlines,la,1533,la1533,2022-07-01
4,09:00:00.000,cathay pacific,cx,1843,cx1843,2022-07-01
4,09:00:00.000,qatar airways,qr,6933,qr6933,2022-07-01
4,09:00:00.000,vueling,vy,5214,vy5214,2022-07-01
4,09:00:00.000,jal,jl,6956,jl6956,2022-07-01
4,09:00:00.000,iberia,ib,3107,ib3107,2022-07-01
4,09:05:00.000,finnair,ay,4002,ay4002,2022-07-01
4,09:05:00.000,british airways,ba,1512,ba1512,2022-07-01
4,09:05:00.000,iberia,ib,4607,ib4607,2022-07-01
4,09:05:00.000,el al,ly,8037,ly8037,2022-07-01
4,09:05:00.000,royal jordanian,rj,7021,rj7021,2022-07-01
4,09:05:00.000,american airlines,aa,36,aa36,2022-07-01
4s,09:10:00.000,american airlines,aa,8552,aa8552,2022-07-01
4s,09:10:00.000,jal,jl,6948,jl6948,2022-07-01
4s,09:10:00.000,latam airlines,la,7042,la7042,2022-07-01
4s,09:10:00.000,vueling,vy,5107,vy5107,2022-07-01
4s,09:10:00.000,qatar airways,qr,6893,qr6893,2022-07-01
4s,09:10:00.000,iberia,ib,3239,ib3239,2022-07-01
4,09:10:00.000,vueling,vy,5161,vy5161,2022-07-01
4,09:10:00.000,qatar airways,qr,7238,qr7238,2022-07-01
4,09:10:00.000,american airlines,aa,8646,aa8646,2022-07-01
4,09:10:00.000,iberia,ib,3249,ib3249,2022-07-01
1,09:15:00.000,air france,af,3679,af3679,2022-07-01
1,09:15:00.000,klm,kl,6126,kl6126,2022-07-01
1,09:15:00.000,air europa,ux,3392,ux3392,2022-07-01
1,09:15:00.000,virgin atlantic,vs,3889,vs3889,2022-07-01
1,09:15:00.000,delta air lines,dl,126,dl126,2022-07-01
2,09:15:00.000,delta air lines,dl,8463,dl8463,2022-07-01
2,09:15:00.000,air mauritius,mk,9562,mk9562,2022-07-01
2,09:15:00.000,china eastern airlines,mu,1711,mu1711,2022-07-01
2,09:15:00.000,air austral,uu,8000,uu8000,2022-07-01
2,09:15:00.000,air europa,ux,2233,ux2233,2022-07-01
2,09:15:00.000,air france,af,1000,af1000,2022-07-01
4,09:15:00.000,american airlines,aa,8828,aa8828,2022-07-01
4,09:15:00.000,jal,jl,6952,jl6952,2022-07-01
4,09:15:00.000,vueling,vy,5153,vy5153,2022-07-01
4,09:15:00.000,iberia,ib,3489,ib3489,2022-07-01
1,09:20:00.000,air arabia,g9,391,g9391,2022-07-01
4,09:20:00.000,american airlines,aa,8697,aa8697,2022-07-01
4,09:20:00.000,vueling,vy,5232,vy5232,2022-07-01
4,09:20:00.000,jal,jl,6944,jl6944,2022-07-01
4,09:20:00.000,iberia,ib,3207,ib3207,2022-07-01
1,09:20:00.000,easyjet,u2,7611,u27611,2022-07-01
4,09:20:00.000,american airlines,aa,8554,aa8554,2022-07-01
4,09:20:00.000,vueling,vy,5521,vy5521,2022-07-01
4,09:20:00.000,iberia,ib,8713,ib8713,2022-07-01
1,09:25:00.000,ryanair,fr,2947,fr2947,2022-07-01
4,09:25:00.000,vueling,vy,5012,vy5012,2022-07-01
4,09:25:00.000,american airlines,aa,8513,aa8513,2022-07-01
4,09:25:00.000,qatar airways,qr,5086,qr5086,2022-07-01
4,09:25:00.000,iberia,ib,3005,ib3005,2022-07-01
2,09:25:00.000,air france,af,4848,af4848,2022-07-01
2,09:25:00.000,aeromexico,am,6833,am6833,2022-07-01
2,09:25:00.000,alitalia,az,2441,az2441,2022-07-01
2,09:25:00.000,delta air lines,dl,6740,dl6740,2022-07-01
2,09:25:00.000,etihad airways,ey,4322,ey4322,2022-07-01
2,09:25:00.000,klm,kl,3342,kl3342,2022-07-01
2,09:25:00.000,tarom,ro,9414,ro9414,2022-07-01
2,09:25:00.000,turkish airlines,tk,9389,tk9389,2022-07-01
2,09:25:00.000,air europa,ux,6012,ux6012,2022-07-01
4,09:25:00.000,american airlines,aa,8531,aa8531,2022-07-01
4,09:25:00.000,vueling,vy,5555,vy5555,2022-07-01
4,09:25:00.000,qatar airways,qr,6597,qr6597,2022-07-01
4,09:25:00.000,iberia,ib,8763,ib8763,2022-07-01
1,09:35:00.000,ryanair,fr,3012,fr3012,2022-07-01
2,09:35:00.000,aerolineas argentinas,ar,7815,ar7815,2022-07-01
2,09:35:00.000,delta air lines,dl,9605,dl9605,2022-07-01
2,09:35:00.000,etihad airways,ey,7375,ey7375,2022-07-01
2,09:35:00.000,kenya airways,kq,1699,kq1699,2022-07-01
2,09:35:00.000,xiamen airlines,mf,9357,mf9357,2022-07-01
2,09:35:00.000,china eastern airlines,mu,1845,mu1845,2022-07-01
2,09:35:00.000,air europa,ux,3766,ux3766,2022-07-01
2,09:35:00.000,klm,kl,1699,kl1699,2022-07-01
4s,09:35:00.000,american airlines,aa,8391,aa8391,2022-07-01
4s,09:35:00.000,aeromexico,am,7879,am7879,2022-07-01
4s,09:35:00.000,aerolineas argentinas,ar,7871,ar7871,2022-07-01
4s,09:35:00.000,iberia,ib,2394,ib2394,2022-07-01
4s,09:35:00.000,el al,ly,395,ly395,2022-07-01
1,09:35:00.000,wizz air,w6,4401,w64401,2022-07-01
4,09:40:00.000,latam airlines,la,5417,la5417,2022-07-01
4,09:40:00.000,american airlines,aa,8755,aa8755,2022-07-01
4,09:40:00.000,vueling,vy,5135,vy5135,2022-07-01
4,09:40:00.000,sa avianca,av,6063,av6063,2022-07-01
4,09:40:00.000,iberia,ib,3417,ib3417,2022-07-01
4,09:40:00.000,vueling,vy,5364,vy5364,2022-07-01
4,09:40:00.000,iberia express,i2,3743,i23743,2022-07-01
4s,09:45:00.000,american airlines,aa,6800,aa6800,2022-07-01
4s,09:45:00.000,iberia,ib,7458,ib7458,2022-07-01
4s,09:45:00.000,british airways,ba,456,ba456,2022-07-01
1,09:45:00.000,ryanair sun,rr,1063,rr1063,2022-07-01
1,09:45:00.000,ryanair,fr,2965,fr2965,2022-07-01
1,09:45:00.000,easyjet,u2,7103,u27103,2022-07-01
2,09:45:00.000,aeromexico,am,6992,am6992,2022-07-01
2,09:45:00.000,air europa,ux,5042,ux5042,2022-07-01
1,09:50:00.000,ryanair,fr,5355,fr5355,2022-07-01
2,09:50:00.000,delta air lines,dl,6776,dl6776,2022-07-01
2,09:50:00.000,tarom,ro,9454,ro9454,2022-07-01
2,09:50:00.000,air europa,ux,1144,ux1144,2022-07-01
2,09:50:00.000,air france,af,4825,af4825,2022-07-01
2,09:50:00.000,aeromexico,am,6835,am6835,2022-07-01
2,09:50:00.000,etihad airways,ey,5150,ey5150,2022-07-01
2,09:50:00.000,klm,kl,3362,kl3362,2022-07-01
2,09:50:00.000,tarom,ro,9420,ro9420,2022-07-01
2,09:50:00.000,air europa,ux,7311,ux7311,2022-07-01
4,09:50:00.000,iberia,ib,5000,ib5000,2022-07-01
4,09:50:00.000,qatar airways,qr,3607,qr3607,2022-07-01
4,09:50:00.000,vueling,vy,1002,vy1002,2022-07-01
2,09:50:00.000,aeromexico,am,6917,am6917,2022-07-01
2,09:50:00.000,tarom,ro,9446,ro9446,2022-07-01
2,09:50:00.000,air europa,ux,1152,ux1152,2022-07-01
1,09:55:00.000,ryanair,fr,7256,fr7256,2022-07-01
4s,09:55:00.000,el al,ly,8397,ly8397,2022-07-01
4s,09:55:00.000,american airlines,aa,8789,aa8789,2022-07-01
4s,09:55:00.000,vueling,vy,5270,vy5270,2022-07-01
4s,09:55:00.000,iberia,ib,3317,ib3317,2022-07-01
4,09:55:00.000,vueling,vy,5257,vy5257,2022-07-01
4,09:55:00.000,jal,jl,6966,jl6966,2022-07-01
4,09:55:00.000,american airlines,aa,8758,aa8758,2022-07-01
4,09:55:00.000,iberia,ib,3475,ib3475,2022-07-01
1,10:00:00.000,flexflight,w2,9322,w29322,2022-07-01
1,10:00:00.000,blue air,0b,103,0b103,2022-07-01
4s,10:00:00.000,iberia,ib,1458,ib1458,2022-07-01
4s,10:00:00.000,aer lingus,ei,592,ei592,2022-07-01
4,10:00:00.000,jal,jl,6968,jl6968,2022-07-01
4,10:00:00.000,vueling,vy,5820,vy5820,2022-07-01
4,10:00:00.000,iberia express,i2,3721,i23721,2022-07-01
1,10:05:00.000,,x1,4286,x14286,2022-07-01
1,10:05:00.000,world2fly,2w,3504,2w3504,2022-07-01
4s,10:10:00.000,british airways,ba,4232,ba4232,2022-07-01
4s,10:10:00.000,latam airlines,la,7111,la7111,2022-07-01
4s,10:10:00.000,qatar airways,qr,5051,qr5051,2022-07-01
4s,10:10:00.000,el al,ly,9206,ly9206,2022-07-01
4s,10:10:00.000,iberia,ib,6586,ib6586,2022-07-01
4s,10:10:00.000,british airways,ba,4214,ba4214,2022-07-01
4s,10:10:00.000,qatar airways,qr,6570,qr6570,2022-07-01
4s,10:10:00.000,iberia,ib,6620,ib6620,2022-07-01
4,10:10:00.000,vueling,vy,5283,vy5283,2022-07-01
4,10:10:00.000,american airlines,aa,8523,aa8523,2022-07-01
4,10:10:00.000,iberia,ib,3057,ib3057,2022-07-01
4,10:10:00.000,vueling,vy,5123,vy5123,2022-07-01
4,10:10:00.000,american airlines,aa,8688,aa8688,2022-07-01
4,10:10:00.000,iberia,ib,3125,ib3125,2022-07-01
4,10:10:00.000,iberia,ib,5894,ib5894,2022-07-01
4,10:10:00.000,vueling,vy,1500,vy1500,2022-07-01
4s,10:15:00.000,british airways,ba,4222,ba4222,2022-07-01
4s,10:15:00.000,copa airlines,cm,5880,cm5880,2022-07-01
4s,10:15:00.000,qatar airways,qr,5063,qr5063,2022-07-01
4s,10:15:00.000,el al,ly,9216,ly9216,2022-07-01
4s,10:15:00.000,iberia,ib,6346,ib6346,2022-07-01
4s,10:15:00.000,vueling,vy,5125,vy5125,2022-07-01
4s,10:15:00.000,american airlines,aa,8557,aa8557,2022-07-01
4s,10:15:00.000,iberia,ib,3195,ib3195,2022-07-01
4,10:15:00.000,american airlines,aa,8755,aa8755,2022-07-01
4,10:15:00.000,vueling,vy,5121,vy5121,2022-07-01
4,10:15:00.000,qatar airways,qr,6946,qr6946,2022-07-01
4,10:15:00.000,american airlines,aa,8585,aa8585,2022-07-01
4,10:15:00.000,iberia,ib,3257,ib3257,2022-07-01
4,10:15:00.000,vueling,vy,5127,vy5127,2022-07-01
4,10:15:00.000,iberia,ib,3273,ib3273,2022-07-01
2,10:15:00.000,air canada,ac,2669,ac2669,2022-07-01
2,10:15:00.000,azul,ad,7316,ad7316,2022-07-01
2,10:15:00.000,sa avianca,av,2485,av2485,2022-07-01
2,10:15:00.000,egyptair,ms,9432,ms9432,2022-07-01
2,10:15:00.000,azores airlines,s4,8702,s48702,2022-07-01
2,10:15:00.000,tap air portugal,tp,1016,tp1016,2022-07-01
4s,10:20:00.000,american airlines,aa,8567,aa8567,2022-07-01
4s,10:20:00.000,british airways,ba,4268,ba4268,2022-07-01
4s,10:20:00.000,finnair,ay,5656,ay5656,2022-07-01
4s,10:20:00.000,qatar airways,qr,6904,qr6904,2022-07-01
4s,10:20:00.000,iberia,ib,6252,ib6252,2022-07-01
1,10:25:00.000,evelop airlines,e9,802,e9802,2022-07-01
4s,10:25:00.000,british airways,ba,4248,ba4248,2022-07-01
4s,10:25:00.000,finnair,ay,5650,ay5650,2022-07-01
4s,10:25:00.000,american airlines,aa,8777,aa8777,2022-07-01
4s,10:25:00.000,qatar airways,qr,6908,qr6908,2022-07-01
4s,10:25:00.000,iberia,ib,6300,ib6300,2022-07-01
4s,10:25:00.000,american airlines,aa,8506,aa8506,2022-07-01
4s,10:25:00.000,cathay pacific,cx,1848,cx1848,2022-07-01
4s,10:25:00.000,qatar airways,qr,6856,qr6856,2022-07-01
4s,10:25:00.000,sa avianca,av,6051,av6051,2022-07-01
4s,10:25:00.000,air baltic,bt,5174,bt5174,2022-07-01
4s,10:25:00.000,vueling,vy,5573,vy5573,2022-07-01
4s,10:25:00.000,iberia,ib,8859,ib8859,2022-07-01
4,10:25:00.000,qatar airways,qr,6929,qr6929,2022-07-01
4,10:25:00.000,cathay pacific,cx,1905,cx1905,2022-07-01
4,10:25:00.000,british airways,ba,7219,ba7219,2022-07-01
4,10:25:00.000,american airlines,aa,8743,aa8743,2022-07-01
4,10:25:00.000,vueling,vy,5588,vy5588,2022-07-01
4,10:25:00.000,iberia,ib,8903,ib8903,2022-07-01
4,10:25:00.000,qatar airways,qr,6526,qr6526,2022-07-01
4,10:25:00.000,american airlines,aa,8703,aa8703,2022-07-01
4,10:25:00.000,vueling,vy,5618,vy5618,2022-07-01
4,10:25:00.000,iberia,ib,8971,ib8971,2022-07-01
4,10:25:00.000,qatar airways,qr,5384,qr5384,2022-07-01
4,10:25:00.000,american airlines,aa,8763,aa8763,2022-07-01
4,10:25:00.000,sa avianca,av,6193,av6193,2022-07-01
4,10:25:00.000,vueling,vy,5610,vy5610,2022-07-01
4,10:25:00.000,iberia,ib,8945,ib8945,2022-07-01
4,10:30:00.000,vueling,vy,5025,vy5025,2022-07-01
4,10:30:00.000,american airlines,aa,8858,aa8858,2022-07-01
4,10:30:00.000,jal,jl,9401,jl9401,2022-07-01
4,10:30:00.000,qatar airways,qr,5091,qr5091,2022-07-01
4,10:30:00.000,iberia,ib,3009,ib3009,2022-07-01
4,10:30:00.000,vueling,vy,5112,vy5112,2022-07-01
4,10:30:00.000,american airlines,aa,8671,aa8671,2022-07-01
4,10:30:00.000,iberia,ib,3137,ib3137,2022-07-01
4,10:30:00.000,american airlines,aa,8524,aa8524,2022-07-01
4,10:30:00.000,sa avianca,av,6095,av6095,2022-07-01
4,10:30:00.000,qatar airways,qr,6922,qr6922,2022-07-01
4,10:30:00.000,cathay pacific,cx,1858,cx1858,2022-07-01
4,10:30:00.000,vueling,vy,5581,vy5581,2022-07-01
4,10:30:00.000,american airlines,aa,8718,aa8718,2022-07-01
4,10:30:00.000,iberia,ib,8873,ib8873,2022-07-01
4,10:30:00.000,american airlines,aa,8593,aa8593,2022-07-01
4,10:30:00.000,sa avianca,av,6015,av6015,2022-07-01
4,10:30:00.000,british airways,ba,7143,ba7143,2022-07-01
4,10:30:00.000,cathay pacific,cx,1835,cx1835,2022-07-01
4,10:30:00.000,bulgaria air,fb,1498,fb1498,2022-07-01
4,10:30:00.000,jal,jl,6970,jl6970,2022-07-01
4,10:30:00.000,binter canarias,nt,7835,nt7835,2022-07-01
4,10:30:00.000,qatar airways,qr,6865,qr6865,2022-07-01
4,10:30:00.000,iberia express,i2,3835,i23835,2022-07-01
4,10:30:00.000,american airlines,aa,8503,aa8503,2022-07-01
4,10:30:00.000,sa avianca,av,6059,av6059,2022-07-01
4,10:30:00.000,british airways,ba,7163,ba7163,2022-07-01
4,10:30:00.000,cathay pacific,cx,1879,cx1879,2022-07-01
4,10:30:00.000,latam airlines,la,5405,la5405,2022-07-01
4,10:30:00.000,qatar airways,qr,6869,qr6869,2022-07-01
4,10:30:00.000,vueling,vy,5435,vy5435,2022-07-01
4,10:30:00.000,iberia express,i2,3865,i23865,2022-07-01
1,10:30:00.000,sa avianca,av,6611,av6611,2022-07-01
1,10:30:00.000,uzbekistan airways,hy,7287,hy7287,2022-07-01
1,10:30:00.000,air new zealand,nz,4867,nz4867,2022-07-01
1,10:30:00.000,air europa,ux,3902,ux3902,2022-07-01
1,10:30:00.000,turkish airlines,tk,1857,tk1857,2022-07-01
4,10:35:00.000,latam airlines,la,5412,la5412,2022-07-01
4,10:35:00.000,british airways,ba,7243,ba7243,2022-07-01
